user,beer,rating
1072,195,4.0
2847,195,3.8
780,195,4.3
3849,195,3.5
321,195,4.0
9782,195,3.7
433,195,4.0
6307,195,3.8
1125,195,4.1
3606,195,3.9
51,195,4.0
2700,195,4.0
1128,195,4.6
1058,195,4.3
1126,195,3.6
313,195,3.9
1065,195,4.5
4484,195,4.3
4488,195,4.3
4581,195,4.5
428,195,4.0
1098,195,3.8
1790,195,4.1
1390,195,4.0
1089,195,4.0
422,195,4.2
9527,195,4.4
1099,195,4.2
1111,195,4.0
8925,195,4.7
2662,195,4.6
48,195,4.4
1187,195,4.2
5411,195,4.3
417,195,4.3
1164,195,4.1
2721,195,4.3
9783,195,4.9
1337,195,4.1
105,195,3.8
1462,195,4.0
9784,195,3.5
4939,195,3.9
6314,195,4.2
281,195,3.9
3364,195,4.6
9584,195,4.6
1539,195,4.2
1101,195,4.2
9785,195,4.2
5082,195,3.5
9786,195,5.0
5434,195,4.0
3601,195,4.1
2703,195,3.9
230,195,3.9
973,195,4.1
2678,195,3.8
49,195,4.2
4491,195,3.9
440,195,4.1
1118,195,4.1
2922,195,4.3
1173,195,3.9
6578,195,3.9
9573,195,4.4
9787,195,4.3
296,195,3.6
6645,195,4.1
163,195,4.6
2667,195,4.1
128,195,3.9
9788,195,5.0
9789,195,4.9
2668,195,4.1
2635,195,4.6
1070,195,3.9
1200,195,4.3
1140,195,4.3
9790,195,4.0
1315,195,4.3
1183,195,4.3
1135,195,4.4
303,195,4.1
1336,195,4.1
2669,195,3.8
2598,195,4.0
116,195,4.3
4498,195,3.3
1250,195,4.2
4512,195,4.1
2375,195,4.0
7647,195,4.3
3860,195,4.0
383,195,3.8
1201,195,4.1
1457,195,4.2
2826,195,4.3
3402,195,4.1
3496,195,4.3
301,195,4.0
2746,195,3.8
8947,195,3.9
9791,195,4.5
2603,195,4.9
366,195,4.0
232,195,4.0
1454,195,3.8
352,195,3.4
7778,195,3.8
4650,195,4.5
878,195,4.2
16,195,3.8
1027,195,4.0
9792,195,4.6
4495,195,4.5
2615,195,4.5
4844,195,4.0
1091,195,3.9
1239,195,4.0
9326,195,4.2
2597,195,4.5
2650,195,4.1
3607,195,4.3
1202,195,4.5
9598,195,4.5
643,195,4.0
1171,195,4.6
1216,195,4.3
4762,195,4.0
8988,195,4.2
345,195,4.0
271,195,4.1
1190,195,4.5
446,195,3.7
9793,195,4.5
50,195,4.0
3231,195,4.1
3850,195,4.1
3220,195,4.3
3228,195,4.0
966,195,4.0
34,195,4.1
1372,195,3.9
3197,195,3.6
456,195,4.4
7564,195,4.5
261,195,4.0
449,195,4.0
9794,195,4.1
4228,195,4.4
45,195,4.3
9532,195,4.5
1134,195,4.4
435,195,4.3
160,195,3.7
7562,195,4.8
479,195,3.5
293,195,3.8
348,195,4.0
324,195,3.6
3384,195,4.3
315,195,3.8
1050,195,3.5
259,195,4.1
454,195,3.8
9795,195,4.1
152,195,3.8
9796,195,4.1
1519,195,4.0
1334,195,3.8
4643,195,3.7
277,195,3.4
3244,195,3.9
1303,195,4.3
3359,195,4.0
9797,195,4.0
1271,195,4.3
1150,195,4.2
4585,195,4.1
9798,195,4.0
5400,195,4.3
6375,195,3.1
2769,195,4.6
3433,195,3.8
3397,195,4.1
6319,195,3.8
5703,195,4.8
4759,195,4.4
458,195,4.1
512,195,3.5
2405,195,3.6
4304,195,4.1
66,195,4.1
1185,195,4.5
5099,195,4.3
3306,195,3.5
9799,195,4.1
1991,195,4.1
3822,195,4.6
132,195,4.5
2512,195,4.2
4813,195,4.0
2560,195,4.6
420,195,3.9
5106,195,3.9
6351,195,4.1
6586,195,3.9
6615,195,4.0
9624,195,3.4
1465,195,4.4
1240,195,3.7
1326,195,4.2
3865,195,4.3
1175,195,3.9
151,195,3.9
2956,195,3.5
9800,195,4.7
1455,195,3.9
3321,195,3.9
9630,195,4.2
2926,195,3.8
2800,195,4.3
9743,195,4.7
2741,195,3.9
1431,195,2.1
9801,195,4.4
4051,195,3.9
6353,195,3.9
283,195,3.1
3413,195,3.8
351,195,3.7
9634,195,4.8
1194,195,4.3
7650,195,3.7
292,195,4.2
2708,195,4.4
5410,195,4.1
2803,195,4.0
4909,195,4.6
9802,195,4.5
9641,195,3.9
3239,195,4.1
2888,195,4.3
9609,195,4.0
2756,195,4.1
1251,195,4.0
9648,195,3.8
4347,195,4.0
4588,195,2.4
2894,195,4.3
5484,195,4.1
1014,195,3.9
9803,195,3.9
2869,195,4.0
434,195,3.6
6675,195,4.1
9804,195,4.5
359,195,4.1
448,195,3.8
4508,195,4.6
1218,195,3.8
796,195,4.8
7636,195,3.8
7524,195,3.8
418,195,4.0
6592,195,4.2
104,195,3.3
1447,195,3.9
3175,195,3.7
3481,195,3.7
317,195,4.1
974,195,4.0
5129,195,3.4
3874,195,3.8
2950,195,4.0
457,195,3.9
1138,195,3.6
375,195,3.8
2955,195,3.9
4557,195,3.6
1283,195,4.1
9327,195,4.2
3855,195,3.3
3370,195,4.3
2523,195,4.2
3913,195,4.5
5131,195,4.1
462,195,4.1
461,195,4.6
3502,195,3.4
2908,195,4.1
1088,195,4.0
2866,195,4.6
9805,195,4.8
118,195,3.8
1172,195,3.9
2833,195,4.2
1352,195,4.5
3267,195,3.9
467,195,3.3
1246,195,4.2
2881,195,3.9
3221,195,4.2
2906,195,4.1
2730,195,3.9
1092,195,3.7
6596,195,4.1
5773,195,4.0
1473,195,3.5
2871,195,3.5
4494,195,4.7
4634,195,4.7
362,195,4.1
6651,195,4.3
7685,195,4.4
24,195,4.4
1007,195,4.2
370,195,4.0
1350,195,3.9
5523,195,4.2
1377,195,4.1
5633,195,3.8
109,195,4.1
2742,195,3.8
2886,195,4.7
9717,195,4.3
1466,195,4.0
1373,195,4.4
421,195,3.6
319,195,4.1
5774,195,4.5
5644,195,4.0
1298,195,3.7
1446,195,3.9
441,195,4.1
6367,195,3.6
4854,195,4.0
98,195,4.4
5527,195,3.0
9806,195,4.6
9807,195,4.1
1290,195,4.0
1287,195,4.1
159,195,4.1
1269,195,3.9
2761,195,4.1
5642,195,4.5
2364,195,3.9
1273,195,4.3
9808,195,2.9
1226,195,4.0
1096,195,3.7
1293,195,4.2
9704,195,4.4
9707,195,4.3
245,194,4.5
115,194,3.4
2159,194,4.2
1493,194,4.3
910,194,3.7
755,194,4.3
1786,194,4.4
378,194,3.6
1006,194,4.3
1496,194,4.4
1566,194,4.1
521,194,4.3
1801,194,4.0
204,194,4.2
547,194,4.3
533,194,3.7
1070,194,4.0
483,194,4.0
31,194,3.6
242,194,4.2
1716,194,2.9
525,194,3.3
89,194,3.7
530,194,3.8
894,194,3.4
731,194,3.6
1522,194,4.3
200,194,4.1
42,194,4.0
2037,194,4.1
3016,194,4.2
481,194,4.5
486,194,4.8
9809,194,3.6
470,194,4.5
395,194,4.0
539,194,4.2
593,194,3.8
1771,194,3.7
1868,194,4.0
510,194,4.3
202,194,4.4
478,194,4.2
716,194,3.7
516,194,4.7
404,194,3.8
480,194,4.3
574,194,4.2
523,194,4.2
535,194,3.6
1950,194,4.5
706,194,3.8
782,194,3.9
406,194,4.1
575,194,4.7
628,194,4.5
573,194,4.6
168,194,4.5
4697,194,4.4
605,194,4.5
804,194,3.4
565,194,3.9
209,194,4.0
707,194,4.3
186,194,3.4
769,194,4.0
759,194,4.3
568,194,4.1
223,194,4.0
194,194,4.4
14,194,4.6
651,194,3.9
549,194,3.8
268,194,3.9
3778,194,4.3
872,194,3.3
801,194,3.5
192,194,3.9
425,194,3.9
917,194,3.7
932,194,3.0
385,194,3.8
58,194,3.9
188,194,4.2
79,194,4.2
259,194,3.7
80,194,4.2
2398,194,4.7
18,194,4.5
166,194,4.1
11,194,4.4
316,194,3.9
317,194,3.9
315,194,4.0
5709,194,3.8
77,194,3.4
275,194,3.6
1452,194,3.9
9810,194,4.0
274,194,4.2
241,193,4.0
55,193,3.9
188,193,4.1
253,193,3.9
75,193,4.1
170,193,3.7
2,193,4.2
147,193,3.9
78,193,4.1
11,193,4.1
272,193,4.4
9811,193,5.0
433,193,4.0
437,193,3.7
61,193,4.1
2677,193,3.8
280,193,4.3
269,193,4.1
2724,193,4.9
193,193,4.4
1,193,4.1
165,193,3.8
3133,193,4.0
206,193,3.8
443,193,4.0
445,193,4.3
275,193,4.2
281,193,4.0
9812,193,4.8
167,193,4.4
107,193,3.3
460,193,4.1
126,193,4.0
352,193,4.3
350,193,4.2
304,193,3.9
339,193,3.8
360,193,4.1
252,193,4.6
0,193,4.1
1296,193,3.6
1372,193,4.1
1065,193,4.7
641,193,3.8
331,193,3.8
131,193,4.0
441,193,4.0
343,193,3.9
52,193,4.0
228,193,4.1
6139,192,5.0
9813,192,4.8
89,192,4.2
600,192,3.5
3637,192,4.3
574,192,4.4
1891,192,4.3
9814,192,4.7
1667,192,4.2
202,192,4.7
491,192,3.7
391,192,4.1
1496,192,2.6
1751,192,4.6
625,192,4.5
1942,192,3.7
479,192,3.2
1698,192,4.4
644,192,4.3
605,192,3.8
557,192,3.6
6993,192,3.9
1781,192,3.9
1656,192,3.8
731,192,4.5
1972,192,4.3
85,192,3.6
5842,192,3.5
483,192,4.3
560,192,4.0
534,192,4.0
190,192,4.4
1951,192,4.0
913,192,4.2
914,192,3.8
213,192,4.6
1856,192,4.4
618,192,4.3
513,192,3.4
189,192,4.5
1070,192,4.1
1981,192,2.6
1747,192,3.8
76,192,2.6
688,192,5.0
480,192,4.2
2152,192,4.6
1705,192,4.2
703,192,4.2
1402,192,4.4
2000,192,4.2
158,192,4.3
1934,192,4.3
809,192,4.4
5852,192,4.3
1798,192,4.2
541,192,4.2
1566,192,4.0
533,192,4.2
1687,192,4.4
755,192,4.4
299,192,4.4
1813,192,3.9
526,192,3.3
2051,192,4.2
530,192,4.4
1929,192,4.2
257,192,4.0
3040,192,4.5
1696,192,4.6
590,192,2.3
201,192,4.0
127,192,4.7
3032,192,4.3
547,192,4.3
137,192,4.2
23,192,4.0
527,192,4.0
855,192,4.3
510,192,4.5
3643,192,4.2
3626,192,4.4
1714,192,4.1
413,192,4.2
481,192,3.2
558,192,4.2
548,192,4.2
1793,192,4.2
2296,192,4.3
589,192,4.1
256,192,3.9
472,192,4.0
3314,192,4.2
1859,192,4.2
872,192,3.0
1493,192,3.7
1492,192,4.3
405,192,4.2
846,192,4.3
1673,192,4.4
3009,192,2.9
585,192,4.0
675,192,4.2
482,192,4.5
474,192,4.2
1410,192,4.2
1824,192,4.3
1825,192,3.7
2056,192,4.2
1494,192,4.5
3001,192,3.9
1987,192,3.9
779,192,4.4
1639,192,4.6
386,192,4.6
476,192,4.1
1977,192,4.5
4983,192,3.9
521,192,3.4
1882,192,3.8
1771,192,3.7
1400,192,4.4
473,192,4.7
1387,192,4.4
489,192,4.1
596,192,4.3
9815,192,2.5
1927,192,4.5
1794,192,4.2
325,192,4.4
1866,192,4.2
1395,192,3.6
1129,192,3.7
1587,192,3.9
1949,192,4.3
398,192,4.2
225,192,4.7
702,192,4.5
650,192,4.3
512,192,4.1
42,192,4.1
1746,192,4.4
1812,192,4.3
2037,192,4.0
488,192,4.2
174,192,3.7
1731,192,4.7
1744,192,4.6
1522,192,4.2
200,192,4.2
1901,192,4.6
242,192,3.5
1993,192,5.0
3644,192,3.4
478,192,4.6
156,192,4.1
186,192,3.8
1583,192,4.3
1907,192,4.6
487,192,3.7
529,192,4.1
762,192,4.3
1801,192,3.8
1944,192,4.6
1941,192,4.8
1803,192,3.7
669,192,4.0
581,192,4.0
1939,192,4.0
1983,192,4.0
3960,192,3.1
551,192,4.3
1933,192,4.4
894,192,4.0
1804,192,3.7
507,192,4.6
1843,192,4.7
1604,192,4.6
392,192,4.4
1699,192,2.6
680,192,3.6
3474,192,3.2
1646,192,4.4
537,192,4.6
9816,192,3.1
517,192,4.3
1716,192,3.7
31,192,4.3
3432,192,3.8
1555,192,3.6
9817,192,1.7
1777,192,4.3
3061,192,4.0
1618,192,5.0
1851,192,3.4
826,192,3.6
401,192,4.9
5867,192,4.3
1224,192,3.6
591,192,4.3
2046,192,3.6
847,192,1.9
511,192,4.8
2072,192,4.9
938,192,3.9
506,192,4.2
498,192,4.3
1817,192,4.4
638,192,3.4
823,192,5.0
1971,192,3.8
2017,192,2.6
5281,192,4.2
63,192,3.8
469,192,4.1
1006,192,2.6
2055,192,4.1
787,192,4.6
115,192,4.0
1895,192,3.9
515,192,1.9
9818,192,4.0
388,192,4.6
5890,192,4.3
378,192,3.7
550,192,3.9
3023,192,4.2
640,192,4.0
3048,192,4.1
532,192,2.5
166,192,4.0
211,192,3.4
877,192,3.9
5865,192,3.8
68,192,4.1
3015,192,4.2
2015,192,4.2
1684,192,2.8
397,192,4.5
518,192,4.4
1378,192,3.3
1917,192,4.0
2063,192,4.6
821,192,3.9
3046,192,3.9
1109,192,3.9
486,192,4.1
3634,192,4.0
3020,192,4.5
571,192,4.1
983,192,3.5
2387,192,4.7
2203,192,4.6
199,192,3.9
3025,192,4.0
493,192,4.2
1683,192,3.1
1935,192,3.7
204,192,4.0
8072,192,4.5
1911,192,4.6
715,192,3.9
1780,192,4.6
825,192,4.0
1829,192,4.2
149,192,4.9
1722,192,4.5
1950,192,4.1
525,192,3.2
1915,192,4.4
1609,192,3.4
1670,192,2.3
30,192,4.4
1998,192,4.5
1870,192,3.4
845,192,3.4
1636,192,3.8
3988,192,3.9
1620,192,3.7
3022,192,4.3
3982,192,4.5
3026,192,4.0
578,192,4.1
583,192,4.1
2085,192,3.2
1967,192,3.9
2060,192,4.1
146,192,4.6
3660,192,3.8
2045,192,4.3
932,192,3.3
670,192,4.1
2039,192,4.4
135,192,4.3
546,192,3.8
1745,192,3.8
565,192,4.7
556,192,2.9
628,192,3.8
1835,192,3.5
1786,192,2.8
2082,192,4.2
26,192,4.1
148,192,3.5
714,192,4.2
1937,192,4.3
245,192,3.2
3029,192,4.4
2042,192,4.3
617,192,3.8
499,192,3.9
542,192,4.3
3050,192,4.1
1947,192,4.0
552,192,3.5
575,192,4.0
444,192,3.8
2043,192,3.7
2021,192,2.6
2026,192,4.0
1119,192,4.5
1475,192,4.4
705,192,4.5
470,192,4.0
989,192,4.0
6798,192,4.5
6799,192,3.0
4419,192,3.9
404,192,3.5
477,192,4.0
2054,192,3.6
756,192,4.2
9819,192,4.1
414,192,3.4
549,192,3.9
1865,192,4.5
2068,192,3.7
6796,192,4.6
716,192,3.9
822,192,4.3
785,192,4.3
1677,192,3.5
970,192,3.3
1579,192,3.5
3307,192,3.0
2096,192,4.2
584,192,4.3
686,192,3.7
5560,192,3.3
692,192,3.9
379,192,3.6
563,192,4.1
800,192,3.5
496,192,3.7
1894,192,4.2
1322,192,4.0
531,192,4.9
475,192,4.0
678,192,4.2
657,192,3.5
411,192,3.9
2052,192,3.9
9820,192,4.3
624,192,4.1
1980,192,4.3
611,192,4.1
8177,192,4.4
2044,192,4.3
3019,192,4.3
504,192,4.5
395,192,4.3
5941,192,4.1
1868,192,4.8
2106,192,4.2
691,192,4.3
1260,192,3.2
4883,192,4.0
3669,192,4.1
9821,192,5.0
2107,192,3.9
2193,192,4.3
2108,192,4.2
604,192,2.0
2104,192,4.2
727,192,4.1
577,192,4.5
1802,192,4.0
5932,192,4.7
648,192,3.6
2050,192,1.7
2094,192,3.2
564,192,3.3
637,192,4.0
6013,192,4.1
503,192,4.1
2206,192,4.4
3743,192,4.3
1446,192,4.0
2309,192,4.0
1048,192,3.9
1641,192,2.7
8465,192,3.3
100,192,2.8
898,192,4.3
1765,192,4.1
7139,192,4.5
5875,192,4.4
554,192,4.0
1820,192,3.7
2061,192,4.2
608,192,4.0
620,192,4.2
544,192,3.6
9822,192,3.4
4911,192,4.3
5947,192,3.5
9823,192,1.5
4892,192,1.8
5549,192,3.5
2428,192,3.3
9824,192,4.1
5165,192,3.6
1956,192,4.1
9825,192,2.7
492,192,4.0
540,192,4.2
562,192,4.2
683,192,4.3
8469,192,4.7
2367,192,4.5
2081,192,4.3
1116,192,4.2
241,192,4.8
290,192,4.0
545,192,3.0
1990,192,4.0
528,192,4.1
9826,192,3.6
1514,192,4.3
2528,192,4.3
734,192,3.6
3990,192,4.4
123,192,4.3
1640,192,2.7
2067,192,4.2
1772,192,4.2
196,192,4.4
246,192,3.8
402,192,4.1
505,192,4.2
9827,192,4.7
2122,192,4.2
2196,192,4.0
940,192,3.5
2169,192,3.3
1519,192,4.7
1227,192,4.1
6808,192,4.4
394,192,3.4
4898,192,4.9
5673,192,3.6
834,192,4.1
5962,192,4.0
854,192,3.9
1800,192,4.3
7109,192,3.9
2151,192,4.2
568,192,3.9
658,192,3.4
2166,192,3.7
2210,192,4.1
535,192,3.4
4012,192,3.8
120,192,3.7
2148,192,4.0
1510,192,4.2
62,192,4.2
516,192,4.3
689,192,3.8
606,192,4.5
1603,192,4.2
28,192,4.1
4002,192,4.2
6122,192,2.3
2184,192,3.4
902,192,3.9
9441,192,4.7
4010,192,4.2
910,192,4.1
582,192,2.8
3064,192,4.3
7156,192,4.2
176,192,4.3
179,192,4.2
502,192,3.6
2229,192,4.3
1105,192,4.1
175,192,4.4
1805,192,4.3
724,192,3.5
2073,192,4.2
607,192,4.2
1610,192,4.0
573,192,3.8
106,192,4.2
4618,192,4.5
9415,192,4.3
2252,192,4.8
2200,192,3.8
9828,192,4.3
3685,192,4.0
1326,192,4.2
1577,192,4.7
330,192,4.0
788,192,4.1
5306,192,4.4
238,192,4.0
1973,192,4.1
1394,192,4.4
9829,192,5.0
576,192,3.9
555,192,2.7
2138,192,4.0
2093,192,3.9
4015,192,4.3
977,192,4.0
772,192,3.5
828,192,3.9
656,192,4.3
3690,192,3.7
2221,192,4.3
1680,192,3.8
739,192,4.1
21,192,4.1
2024,192,4.0
553,192,4.3
229,192,4.5
4677,192,3.9
873,192,3.1
5989,192,3.9
3254,192,4.1
1071,192,4.4
3549,192,4.1
567,192,3.8
501,192,3.3
519,192,4.0
5916,192,3.7
3326,192,4.0
632,192,3.7
5172,192,4.5
3688,192,3.9
2320,192,4.4
1431,192,1.1
3675,192,4.3
3991,192,4.1
6475,192,4.0
468,192,3.6
698,192,3.8
2149,192,4.3
681,192,4.5
543,192,3.6
6097,192,4.3
2263,192,3.9
599,192,2.6
559,192,3.8
194,192,4.1
4925,192,3.9
9219,192,3.8
396,192,3.0
5959,192,4.1
236,192,3.4
6031,192,3.9
2162,192,3.9
9830,192,4.2
2342,192,4.0
794,192,3.8
740,192,4.3
612,192,4.5
5996,192,4.1
2219,192,4.4
598,192,4.0
677,192,4.3
1426,192,4.3
815,192,4.3
817,192,3.9
2213,192,4.3
631,192,3.9
570,192,4.4
9831,192,4.2
4674,192,4.3
6633,192,4.5
2140,192,3.9
5983,192,4.3
514,192,4.2
1088,192,4.5
3711,192,4.1
3709,192,4.1
5510,192,4.1
2332,192,4.3
2238,192,3.4
713,192,3.4
1789,192,3.7
721,192,4.0
586,192,4.0
2239,192,4.0
4673,192,3.1
588,192,4.0
372,192,3.3
4028,192,4.2
2246,192,4.0
2463,192,4.1
3486,192,3.5
9210,192,4.0
1511,192,4.0
1087,192,2.3
719,192,4.0
1876,192,3.4
3262,192,4.2
4713,192,4.8
891,192,3.8
2392,192,3.6
673,192,3.7
790,192,4.1
2181,192,3.6
2215,192,4.1
161,192,3.9
3295,192,3.5
58,192,4.0
9456,192,3.6
3526,192,3.4
5992,192,3.3
9832,192,3.5
3697,192,2.0
2314,192,4.3
2180,192,3.4
2145,192,5.0
122,192,4.1
192,192,3.7
634,192,3.9
770,192,3.5
6036,192,4.6
2331,192,4.3
3063,192,4.2
2310,192,3.4
1439,192,3.3
2260,192,3.3
3719,192,3.2
177,192,3.3
662,192,3.4
1031,192,3.2
743,192,4.0
2517,192,4.3
614,192,3.6
9833,192,3.6
9834,192,4.9
6020,192,5.0
19,192,4.2
311,192,3.1
3993,192,4.1
4692,192,2.9
684,192,3.3
6483,192,3.9
6051,192,4.2
389,192,3.7
2378,192,3.9
3702,192,4.0
659,192,4.0
9835,192,3.5
7893,192,4.7
6040,192,4.0
722,192,4.0
9836,192,3.9
1593,192,4.1
2288,192,3.7
4697,192,4.1
423,192,4.2
2257,192,4.2
2306,192,4.0
6807,192,4.0
2195,192,4.1
844,192,4.0
912,192,3.4
730,192,4.2
2354,192,4.1
6464,192,3.9
3145,192,4.1
795,192,4.3
2256,192,4.4
2307,192,4.3
447,192,4.0
786,192,3.8
8206,192,4.1
1306,192,4.4
929,192,3.1
876,192,3.8
771,192,3.7
732,192,4.0
282,192,4.0
1308,192,3.8
438,192,3.9
635,192,4.0
3704,192,4.1
2292,192,3.2
3628,192,4.4
2497,192,4.3
666,192,4.2
2374,192,4.1
782,192,4.3
2380,192,4.2
5945,192,4.2
500,192,4.3
403,192,3.8
737,192,4.1
18,192,3.2
335,192,4.5
766,192,4.4
3714,192,4.0
6062,192,3.7
172,192,4.2
890,192,4.0
641,192,3.9
5307,192,4.0
974,192,4.3
417,192,4.0
2315,192,4.3
1372,192,3.9
706,192,4.1
9400,192,3.5
14,192,3.8
2446,192,3.7
693,192,4.0
3959,192,3.7
9837,192,4.0
701,192,4.0
400,192,4.0
7122,192,4.2
2005,192,4.0
888,192,4.0
2,192,4.1
759,192,3.5
1476,192,3.7
2317,192,3.9
2347,192,4.0
5350,192,4.3
3060,192,3.9
2212,192,4.3
6050,192,3.5
627,192,3.6
5938,192,3.8
2325,192,4.1
3715,192,3.1
2365,192,5.0
1307,192,4.3
2873,192,4.3
676,192,4.1
704,192,3.9
2520,192,3.3
5328,192,4.0
879,192,4.1
2253,192,4.0
3590,192,4.3
5329,192,4.0
2427,192,3.5
1416,192,4.0
827,192,3.9
645,192,4.3
990,192,3.4
185,192,4.6
725,192,3.9
6480,192,3.8
699,192,3.9
6120,192,3.4
387,192,4.0
796,192,4.5
181,192,4.0
6487,192,4.0
1585,192,3.9
1052,192,4.6
5186,192,4.4
758,192,3.7
728,192,3.4
695,192,4.1
6177,192,3.8
8608,192,3.7
3980,192,4.2
4832,192,4.4
173,192,4.1
1443,192,3.4
4879,192,2.6
5177,192,4.0
859,192,4.1
7301,192,3.9
741,192,3.6
2412,192,4.4
3721,192,4.1
4712,192,3.7
443,192,4.2
3076,192,4.4
956,192,4.1
9838,192,4.8
1232,192,4.7
2430,192,4.1
899,192,4.2
781,192,3.6
3000,192,4.0
937,192,3.3
735,192,4.6
180,192,3.8
3726,192,4.3
2358,192,4.0
601,192,3.8
55,192,4.3
91,192,4.4
807,192,3.9
906,192,2.9
717,192,3.9
769,192,4.1
3996,192,3.1
791,192,3.6
52,192,3.9
418,192,4.3
901,192,4.0
2376,192,4.2
852,192,3.8
1633,192,3.3
723,192,3.3
520,192,3.4
710,192,3.8
959,192,4.5
729,192,3.4
3488,192,4.0
3722,192,3.9
453,192,4.1
95,192,4.7
2368,192,4.5
1309,192,4.3
697,192,3.6
9839,192,4.5
94,192,4.1
833,192,3.9
2468,192,4.3
39,192,3.9
268,192,3.6
754,192,4.5
736,192,3.6
840,192,3.7
1226,192,4.1
874,192,4.3
4434,192,3.4
2123,192,3.5
9247,192,3.6
690,192,3.9
203,192,4.3
4052,192,4.2
3082,192,4.2
900,192,4.5
1195,192,3.9
3299,192,4.8
881,192,4.4
9,192,4.6
2824,192,4.1
1477,192,3.9
125,192,3.4
6500,192,4.3
2177,192,3.9
709,192,3.6
408,192,4.3
3074,192,4.0
804,192,3.7
651,192,3.9
905,192,4.4
2565,192,4.4
9840,192,4.6
399,192,3.9
3531,192,4.1
88,192,4.5
3359,192,4.0
2117,192,4.1
783,192,3.7
1008,192,3.9
792,192,3.9
2433,192,4.4
749,192,4.5
3277,192,4.6
927,192,3.7
4628,192,4.1
1601,192,3.8
984,192,4.1
2501,192,4.4
708,192,4.4
9478,192,4.5
784,192,3.9
2308,192,4.2
9841,192,4.2
9842,192,4.0
753,192,4.1
6407,192,4.4
985,192,2.8
339,192,4.1
169,192,3.9
4443,192,4.0
726,192,4.1
9843,192,3.8
3152,192,4.2
841,192,4.4
9844,192,4.2
950,192,4.4
9845,192,4.1
4700,192,4.3
1063,192,3.8
150,192,3.9
9846,192,4.0
188,192,3.2
3924,192,4.2
7352,192,4.4
835,192,4.0
2305,192,4.4
138,192,4.0
6131,192,3.7
917,192,3.9
7421,192,3.8
328,192,2.4
871,192,2.1
837,192,3.5
5237,192,4.0
490,192,4.1
4541,192,4.0
2439,192,4.2
763,192,4.0
381,192,4.3
851,192,3.4
4568,192,4.3
4904,192,5.0
13,192,4.2
286,192,4.2
1009,192,3.3
9847,192,4.7
838,192,3.8
3473,192,4.7
995,192,3.7
4947,192,3.9
1938,192,3.8
9163,192,4.6
184,192,4.4
982,192,4.2
773,192,3.9
59,192,4.3
6504,192,4.0
711,192,4.4
2483,192,4.1
445,192,4.3
2496,192,4.0
797,192,4.0
2382,192,3.3
2659,192,4.0
4477,192,4.1
850,192,4.3
2388,192,4.5
83,192,4.0
207,192,3.6
2477,192,2.2
842,192,3.7
57,192,4.2
2730,192,3.9
4992,192,3.7
4543,192,3.5
1002,192,4.7
1414,192,4.7
2472,192,4.0
1108,192,4.4
223,192,4.3
1710,192,4.4
121,192,4.4
3335,192,4.4
895,192,4.1
3435,192,3.6
284,192,3.8
941,192,4.3
748,192,3.4
745,192,3.1
7943,192,4.2
80,192,4.3
9848,192,4.7
33,192,3.8
2603,192,4.7
2048,192,3.8
975,192,3.5
6034,192,3.6
908,192,3.6
294,192,3.8
295,192,4.0
243,192,4.2
457,192,3.9
4921,192,4.0
41,192,3.5
4975,192,3.9
329,192,4.0
1020,192,3.9
1419,192,4.2
916,192,3.5
643,192,4.1
2499,192,4.0
3418,192,4.1
853,192,3.9
803,192,4.2
9263,192,4.1
824,192,3.7
9168,192,4.2
2343,192,3.6
272,192,3.8
9849,192,3.5
904,192,3.9
3501,192,4.0
868,192,3.6
1509,192,2.4
3374,192,4.0
1000,192,3.9
7413,192,5.0
647,192,4.3
642,192,4.3
37,192,3.6
343,192,4.0
191,192,3.5
2560,192,4.1
1096,192,3.0
3762,192,4.4
195,192,4.1
70,192,4.1
595,192,3.8
860,192,4.0
960,192,4.2
957,192,4.0
209,192,3.8
4494,192,4.7
56,192,4.2
964,192,3.6
420,192,4.0
278,192,3.5
1092,192,4.5
1313,192,4.1
167,192,4.0
942,192,3.5
103,192,4.0
878,192,3.9
1040,192,3.9
6225,192,4.1
1018,192,3.9
143,192,3.9
1374,192,4.1
274,192,4.5
144,192,3.9
9850,192,4.3
2618,192,3.7
6575,192,4.4
4334,192,4.6
4719,192,4.7
111,192,4.1
124,192,4.1
9851,192,4.0
5377,192,3.9
1448,192,4.3
3165,192,4.0
235,192,3.9
2541,192,4.1
1435,192,3.9
1323,192,4.2
126,192,3.9
973,192,3.9
99,192,4.1
7378,192,5.0
1849,192,4.8
3159,192,4.1
2410,192,4.2
2228,192,4.2
2990,192,3.1
4320,192,4.3
994,192,4.2
359,192,4.2
1065,192,4.5
377,192,3.6
3764,192,3.8
357,192,4.4
345,192,4.0
344,192,4.2
3306,192,4.3
2745,192,4.3
3812,192,3.7
164,192,4.0
712,192,3.5
7491,192,4.3
9852,192,3.6
1024,192,3.4
1039,192,4.6
130,192,2.6
3784,192,4.3
6214,192,4.4
1423,192,4.2
1036,192,4.1
6226,192,4.3
9853,192,5.0
1033,192,4.2
2992,192,3.6
9854,192,4.7
992,192,3.9
5940,192,4.0
2606,192,4.0
9855,192,5.0
580,192,5.0
1424,192,4.0
928,192,4.1
867,192,4.1
1150,192,3.7
64,192,3.9
1301,192,4.1
2558,192,4.1
6419,192,3.3
8267,192,4.1
2570,192,3.8
2546,192,3.9
1032,192,3.6
3186,192,4.6
105,192,3.9
1139,192,3.8
2864,192,3.7
375,192,4.0
9856,192,4.1
2814,192,4.2
